dataset_name,group,seed,metrics_path,expected_run_dir,status,command,history_run_dir,output_validation,validated_run_dir,validated_metrics,validated_val_metrics,validated_config,validated_predictions,validated_best_summary
FD001,G3,7,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_7_a_0.04/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_7_a_0.04,done,"['/Users/sagawithme/.conda/envs/dl/bin/python', '/Users/sagawithme/Documents/Github/CS6516_project/src_v2/experiments_v2/G3_run.py', '--seed', '7', '--dataset', 'FD001', '--output-root', '/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx', '--linex-a', '0.04']",/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/history/seed_7_a_0.04__20260327_225624_623014,ok,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_7_a_0.04,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_7_a_0.04/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_7_a_0.04/val_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_7_a_0.04/config.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_7_a_0.04/predictions.csv,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_7_a_0.04/best_summary.json
FD001,G3,21,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_21_a_0.04/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_21_a_0.04,done,"['/Users/sagawithme/.conda/envs/dl/bin/python', '/Users/sagawithme/Documents/Github/CS6516_project/src_v2/experiments_v2/G3_run.py', '--seed', '21', '--dataset', 'FD001', '--output-root', '/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx', '--linex-a', '0.04']",/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/history/seed_21_a_0.04__20260327_225753_280304,ok,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_21_a_0.04,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_21_a_0.04/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_21_a_0.04/val_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_21_a_0.04/config.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_21_a_0.04/predictions.csv,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_21_a_0.04/best_summary.json
FD001,G3,42,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_42_a_0.04/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_42_a_0.04,done,"['/Users/sagawithme/.conda/envs/dl/bin/python', '/Users/sagawithme/Documents/Github/CS6516_project/src_v2/experiments_v2/G3_run.py', '--seed', '42', '--dataset', 'FD001', '--output-root', '/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx', '--linex-a', '0.04']",/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/history/seed_42_a_0.04__20260327_225924_074828,ok,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_42_a_0.04,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_42_a_0.04/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_42_a_0.04/val_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_42_a_0.04/config.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_42_a_0.04/predictions.csv,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_42_a_0.04/best_summary.json
FD001,G3,87,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_87_a_0.04/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_87_a_0.04,done,"['/Users/sagawithme/.conda/envs/dl/bin/python', '/Users/sagawithme/Documents/Github/CS6516_project/src_v2/experiments_v2/G3_run.py', '--seed', '87', '--dataset', 'FD001', '--output-root', '/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx', '--linex-a', '0.04']",/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/history/seed_87_a_0.04__20260327_230135_793647,ok,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_87_a_0.04,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_87_a_0.04/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_87_a_0.04/val_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_87_a_0.04/config.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_87_a_0.04/predictions.csv,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_87_a_0.04/best_summary.json
FD001,G3,123,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_123_a_0.04/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_123_a_0.04,done,"['/Users/sagawithme/.conda/envs/dl/bin/python', '/Users/sagawithme/Documents/Github/CS6516_project/src_v2/experiments_v2/G3_run.py', '--seed', '123', '--dataset', 'FD001', '--output-root', '/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx', '--linex-a', '0.04']",/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/history/seed_123_a_0.04__20260327_230306_122904,ok,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_123_a_0.04,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_123_a_0.04/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_123_a_0.04/val_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_123_a_0.04/config.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_123_a_0.04/predictions.csv,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G3_CNN_BiLSTM_LinEx/seed_123_a_0.04/best_summary.json
FD001,G4,7,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_7_a_0.04/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_7_a_0.04,done,"['/Users/sagawithme/.conda/envs/dl/bin/python', '/Users/sagawithme/Documents/Github/CS6516_project/src_v2/experiments_v2/G4_run.py', '--seed', '7', '--dataset', 'FD001', '--output-root', '/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD', '--linex-a', '0.04', '--mc-samples-val', '10', '--mc-samples-test', '20']",/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/history/seed_7_a_0.04__20260327_230542_286591,ok,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_7_a_0.04,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_7_a_0.04/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_7_a_0.04/val_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_7_a_0.04/config.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_7_a_0.04/predictions.csv,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_7_a_0.04/best_summary.json
FD001,G4,21,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_21_a_0.04/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_21_a_0.04,done,"['/Users/sagawithme/.conda/envs/dl/bin/python', '/Users/sagawithme/Documents/Github/CS6516_project/src_v2/experiments_v2/G4_run.py', '--seed', '21', '--dataset', 'FD001', '--output-root', '/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD', '--linex-a', '0.04', '--mc-samples-val', '10', '--mc-samples-test', '20']",/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/history/seed_21_a_0.04__20260327_230935_581788,ok,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_21_a_0.04,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_21_a_0.04/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_21_a_0.04/val_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_21_a_0.04/config.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_21_a_0.04/predictions.csv,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_21_a_0.04/best_summary.json
FD001,G4,42,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_42_a_0.04/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_42_a_0.04,done,"['/Users/sagawithme/.conda/envs/dl/bin/python', '/Users/sagawithme/Documents/Github/CS6516_project/src_v2/experiments_v2/G4_run.py', '--seed', '42', '--dataset', 'FD001', '--output-root', '/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD', '--linex-a', '0.04', '--mc-samples-val', '10', '--mc-samples-test', '20']",/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/history/seed_42_a_0.04__20260327_231318_957856,ok,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_42_a_0.04,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_42_a_0.04/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_42_a_0.04/val_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_42_a_0.04/config.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_42_a_0.04/predictions.csv,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_42_a_0.04/best_summary.json
FD001,G4,87,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_87_a_0.04/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_87_a_0.04,done,"['/Users/sagawithme/.conda/envs/dl/bin/python', '/Users/sagawithme/Documents/Github/CS6516_project/src_v2/experiments_v2/G4_run.py', '--seed', '87', '--dataset', 'FD001', '--output-root', '/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD', '--linex-a', '0.04', '--mc-samples-val', '10', '--mc-samples-test', '20']",/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/history/seed_87_a_0.04__20260327_231742_603116,ok,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_87_a_0.04,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_87_a_0.04/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_87_a_0.04/val_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_87_a_0.04/config.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_87_a_0.04/predictions.csv,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_87_a_0.04/best_summary.json
FD001,G4,123,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_123_a_0.04/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_123_a_0.04,done,"['/Users/sagawithme/.conda/envs/dl/bin/python', '/Users/sagawithme/Documents/Github/CS6516_project/src_v2/experiments_v2/G4_run.py', '--seed', '123', '--dataset', 'FD001', '--output-root', '/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD', '--linex-a', '0.04', '--mc-samples-val', '10', '--mc-samples-test', '20']",/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/history/seed_123_a_0.04__20260327_232122_416885,ok,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_123_a_0.04,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_123_a_0.04/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_123_a_0.04/val_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_123_a_0.04/config.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_123_a_0.04/predictions.csv,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD001/G4_CNN_BiLSTM_LinEx_MCD/seed_123_a_0.04/best_summary.json
FD003,G1,7,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_7/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_7,done,"['/Users/sagawithme/.conda/envs/dl/bin/python', '/Users/sagawithme/Documents/Github/CS6516_project/src_v2/experiments_v2/G1_run.py', '--seed', '7', '--dataset', 'FD003', '--output-root', '/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE']",/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/history/seed_7__20260327_232255_176007,ok,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_7,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_7/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_7/val_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_7/config.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_7/predictions.csv,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_7/best_summary.json
FD003,G1,21,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_21/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_21,done,"['/Users/sagawithme/.conda/envs/dl/bin/python', '/Users/sagawithme/Documents/Github/CS6516_project/src_v2/experiments_v2/G1_run.py', '--seed', '21', '--dataset', 'FD003', '--output-root', '/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE']",/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/history/seed_21__20260327_232440_893304,ok,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_21,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_21/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_21/val_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_21/config.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_21/predictions.csv,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_21/best_summary.json
FD003,G1,42,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_42/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_42,done,"['/Users/sagawithme/.conda/envs/dl/bin/python', '/Users/sagawithme/Documents/Github/CS6516_project/src_v2/experiments_v2/G1_run.py', '--seed', '42', '--dataset', 'FD003', '--output-root', '/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE']",/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/history/seed_42__20260327_232658_750532,ok,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_42,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_42/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_42/val_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_42/config.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_42/predictions.csv,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_42/best_summary.json
FD003,G1,87,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_87/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_87,done,"['/Users/sagawithme/.conda/envs/dl/bin/python', '/Users/sagawithme/Documents/Github/CS6516_project/src_v2/experiments_v2/G1_run.py', '--seed', '87', '--dataset', 'FD003', '--output-root', '/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE']",/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/history/seed_87__20260327_232850_254850,ok,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_87,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_87/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_87/val_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_87/config.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_87/predictions.csv,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_87/best_summary.json
FD003,G1,123,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_123/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_123,done,"['/Users/sagawithme/.conda/envs/dl/bin/python', '/Users/sagawithme/Documents/Github/CS6516_project/src_v2/experiments_v2/G1_run.py', '--seed', '123', '--dataset', 'FD003', '--output-root', '/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE']",/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/history/seed_123__20260327_233041_724657,ok,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_123,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_123/test_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_123/val_metrics.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_123/config.json,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_123/predictions.csv,/Users/sagawithme/Documents/Github/CS6516_project/outputs_v2/round7_multidataset/FD003/G1_CNN_BiLSTM_MSE/seed_123/best_summary.json
